Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Jalal-Abad,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",15.9
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Jalal-Abad,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",16.0
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Jalal-Abad,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",16.2
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Jalal-Abad,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",15.7
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",91.7
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",91.4
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",73.3
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",70.2
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",63.0
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",67.7
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",51.5
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",46.2
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",40.9
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",45.8
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",43.8
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",34.5
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Issyk-Kul,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",38.3
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",105.8
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",101.9
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",88.7
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",83.6
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",78.5
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",88.9
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",82.3
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",75.5
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",63.4
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",61.9
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",47.4
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",40.3
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Naryn,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",49.6
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",39.5
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",40.1
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",36.4
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",35.1
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",29.3
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",25.7
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",20.8
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",22.2
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.9
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",20.3
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.2
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",18.6
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",18.3
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",26.0
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",20.4
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.1
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",15.2
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.6
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",29.1
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",14.5
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.5
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",14.4
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",13.8
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",12.1
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",13.0
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Talas,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",11.7
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",38.0
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",32.8
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",24.7
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",21.7
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",24.3
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",19.1
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",16.9
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",13.5
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",12.7
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",14.2
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",14.7
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",13.6
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Chui,Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",11.9
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",12.0
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",9.2
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",8.7
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",7.6
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",6.8
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",7.0
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",4.9
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",6.5
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",5.2
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",4.8
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",4.3
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",5.0
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Bishkek (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",5.1
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",23.8
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",23.3
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",22.0
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",17.1
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",12.9
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",15.1
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",8.4
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",10.1
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",9.9
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",11.1
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",13.0
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",7.1
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",Osh (city),Non-communicable disease: Chronic respiratory disease,"Per 100,000 population",11.1
